gender,Female,height,160
count,timestamp,x,y,z
0,1700459244828,-0.19425514,0.11484267,-0.1966986
1,1700459244881,0.06841691,0.02687807,-0.204029
2,1700459244882,-0.015882496,0.08674286,-0.17837265
3,1700459244896,-0.09162979,0.09285152,-0.22479841
4,1700459244909,0.012217305,0.081855945,-0.21502456
5,1700459244930,0.042760566,0.08674286,-0.1685988
6,1700459244946,0.034208454,0.19792034,-0.13561209
7,1700459244968,-0.22479841,0.23579398,0.12583824
8,1700459244992,-0.08307768,0.23090707,0.2443461
9,1700459245010,0.12095132,0.21746802,0.28955013
10,1700459245027,-0.03176499,0.27000242,0.34697145
11,1700459245046,-0.13316862,0.3933972,0.46181414
12,1700459245069,-0.09162979,0.44104472,0.5571091
13,1700459245092,-0.10629055,0.49357912,0.64751714
14,1700459245109,-0.19914207,0.6096435,0.75747293
15,1700459245130,-0.28221974,0.66339964,0.84421575
16,1700459245146,-0.3555236,0.6609562,0.9138544
17,1700459245169,-0.5314528,0.7538077,1.0506883
18,1700459245193,-0.70616025,0.8368854,1.1863003
19,1700459245210,-0.82711154,0.86009824,1.2999213
20,1700459245230,-0.97127575,0.97005403,1.409877
21,1700459245246,-1.1044444,1.0848967,1.4990633
22,1700459245268,-1.251052,1.2095132,1.5430456
23,1700459245294,-1.4013249,1.3243558,1.5601498
24,1700459245316,-1.4159856,1.4037683,1.5063937
25,1700459245334,-1.459968,1.5454891,1.4636332
26,1700459245349,-1.3952162,1.6713274,1.4978416
27,1700459245366,-1.2864822,1.6835446,1.378112
28,1700459245392,-1.2901474,1.7140878,1.2767084
29,1700459245412,-1.2901474,1.7006488,1.1362094
30,1700459245432,-1.1728612,1.5992452,1.0311406
31,1700459245450,-0.98837996,1.5027285,1.0225884
32,1700459245476,-0.91874135,1.4929546,1.0873401
33,1700459245500,-0.9737192,1.4489723,1.0128145
34,1700459245518,-1.0775663,1.3622295,1.0091494
35,1700459245530,-0.9786061,1.2412782,0.81489426
36,1700459245548,-0.7635816,1.1129965,1.4514158
37,1700459245566,-0.593761,1.0177015,1.6077974
38,1700459245592,-0.24190263,0.8894198,1.8533652
39,1700459245614,0.059864793,0.73426,2.01219
40,1700459245629,0.04520403,0.6621779,2.1184807
41,1700459245651,-0.13683382,0.5448918,2.003638
42,1700459245669,-0.3921755,0.4288274,1.8203784
43,1700459245688,-0.49846604,0.30787608,1.7116444
44,1700459245710,-0.4129449,0.16615535,1.5968018
45,1700459245728,-0.51068336,0.09773844,1.3707817
46,1700459245749,-0.7867944,0.07574729,1.1117748
47,1700459245767,-1.0299188,0.06352998,0.79412484
48,1700459245791,-1.1007792,-0.059864793,0.36285394
49,1700459245813,-1.0482447,-0.28344148,-0.105068825
50,1700459245830,-0.99082345,-0.2932153,-0.52778757
51,1700459245847,-0.9089675,-0.2321288,-0.7098254
52,1700459245865,-0.6560693,-0.2565634,-1.17897
53,1700459245892,-0.6169739,-0.52534413,-1.8264871
54,1700459245913,-1.0250319,-0.37873647,-2.3823745
55,1700459245930,-0.9224065,-0.25778514,-2.5326474
56,1700459245951,-0.2565634,-0.14538592,-2.9993484
57,1700459245966,0.2846632,-0.41538838,-3.8679988
58,1700459245993,0.45814893,-0.47036624,-4.5350637
59,1700459246019,0.59986967,-0.37140608,-5.0494123
60,1700459246038,1.3353515,-0.2761111,-5.475796
61,1700459246049,2.588847,-0.21868975,-5.975484
62,1700459246064,4.0146065,0.14172074,-6.478837
63,1700459246105,5.5735345,0.17592919,-6.329786
64,1700459246109,3.5344663,-1.0592403,-5.404936
65,1700459246127,2.411696,-0.51068336,-5.4012704
66,1700459246146,2.5607471,0.12461651,-5.9192843
67,1700459246166,5.099503,0.08674286,-4.5985937
68,1700459246184,5.3023105,0.25534168,-4.2992697
69,1700459246209,3.9767327,0.33108896,-3.7421606
70,1700459246227,2.6328292,0.19792034,-3.1618385
71,1700459246248,1.7898352,-0.039095376,-2.6254988
72,1700459246267,1.7201965,-0.3494149,-1.9938642
73,1700459246284,1.7825048,-0.86254174,-1.3475688
74,1700459246305,1.3329079,-1.409877,-0.73548174
75,1700459246328,0.72326446,-1.8081611,-0.15149458
76,1700459246345,0.08552113,-2.1282544,0.20891592
77,1700459246461,-0.5534439,-2.398257,0.50579643
78,1700459246462,-1.2205088,-2.2467623,0.6951646
79,1700459246463,-1.4880677,-1.740966,0.8454375
80,1700459246463,-1.3035865,-1.3976597,1.2412782
81,1700459246463,-1.2596041,-0.7086037,1.8533652
82,1700459246482,-1.2950343,0.35185838,2.5485299
83,1700459246484,-1.2082914,0.893085,3.2779028
