timestamp,x_accelerometer,y_accelerometer,z_accelerometer,gender,height,x_gyroscope,y_gyroscope,z_gyroscope
1699722116328,-25.828648,-25.828648,-13.036428,Male,5.0,,,
1699722116754,-7.252037,-7.252037,-14.128184,Male,5.0,,,
1699722116768,-3.217807,-3.217807,-20.089746,Male,5.0,,,
1699722116818,-21.83512,-21.83512,18.334797,Male,5.0,,,
1699722117001,-16.682798,-16.682798,10.2974615,Male,5.0,,,
1699722117150,-16.431406,-16.431406,-17.101782,Male,5.0,,,
1699722117291,-5.2983685,-5.2983685,-15.212758,Male,5.0,,,
1699722117452,-30.839712,-30.839712,3.8738184,Male,5.0,,,
1699722117618,-23.980324,-23.980324,-1.163582,Male,5.0,,,
1699722117778,-9.995792,-9.995792,-7.5561004,Male,5.0,,,
1699722117938,-6.766014,-6.766014,-10.283096,Male,5.0,,,
1699722118099,-22.670696,-22.670696,2.9400797,Male,5.0,,,
1699722118259,-19.931728,-19.931728,0.32321724,Male,5.0,,,
1699722118420,-35.690365,-35.690365,-14.097059,Male,5.0,,,
1699722118581,13.366828,13.366828,-9.576807,Male,5.0,,,
1699722118740,-31.622616,-31.622616,-18.270153,Male,5.0,,,
1699722118900,-22.522255,-22.522255,7.4723034,Male,5.0,,,
1699722119063,-29.376854,-29.376854,-4.235343,Male,5.0,,,
1699722119225,-14.408306,-14.408306,-9.32781,Male,5.0,,,
1699722119385,-14.947001,-14.947001,-20.84392,Male,5.0,,,
1699722119547,-23.221363,-23.221363,1.283292,Male,5.0,,,
1699722119707,-22.828712,-22.828712,2.480393,Male,5.0,,,
1699722119862,-45.55687,-45.55687,-18.124107,Male,5.0,,,
1699722120066,23.841461,23.841461,-9.636662,Male,5.0,,,
1699722120183,-23.104046,-23.104046,-27.57402,Male,5.0,,,
1699722120349,-23.444023,-23.444023,16.816874,Male,5.0,,,
1699722120509,-41.177876,-41.177876,-6.969521,Male,5.0,,,
1699722120671,0.12210429,0.12210429,-14.202404,Male,5.0,,,
1699722120830,-15.509639,-15.509639,-17.60217,Male,5.0,,,
1699722120990,-30.219614,-30.219614,1.2306197,Male,5.0,,,
1699722121152,-29.170954,-29.170954,-0.45010993,Male,5.0,,,
1699722121312,-31.399956,-31.399956,-17.156849,Male,5.0,,,
1699722121471,19.381063,19.381063,-15.796943,Male,5.0,,,
1699722121633,-37.72783,-37.72783,-7.503428,Male,5.0,,,
1699722121794,-17.472883,-17.472883,13.026852,Male,5.0,,,
1699722121955,-55.81363,-55.81363,-15.717935,Male,5.0,,,
1699722122116,8.504205,8.504205,-7.029376,Male,5.0,,,
1699722122276,-41.56813,-41.56813,-25.127148,Male,5.0,,,
1699722122436,-19.01475,-19.01475,18.303673,Male,5.0,,,
1699722122597,-22.163126,-22.163126,-2.3463178,Male,5.0,,,
1699722122758,-8.884883,-8.884883,-14.197616,Male,5.0,,,
1699722122919,4.807557,4.807557,-11.702858,Male,5.0,,,
1699722123079,-38.027107,-38.027107,-7.606379,Male,5.0,,,
1699722123240,-28.522125,-28.522125,-2.4612393,Male,5.0,,,
1699722123402,-21.622036,-21.622036,-12.782643,Male,5.0,,,
1699722123561,16.270994,16.270994,-12.179304,Male,5.0,,,
1699722123722,-23.166296,-23.166296,-6.579266,Male,5.0,,,
1699722123882,-14.681245,-14.681245,4.4196963,Male,5.0,,,
1699722124044,-8.010999,-8.010999,-1.292869,Male,5.0,,,
1699722124204,-10.189722,-10.189722,-6.540959,Male,5.0,,,
1699722124367,-2.3798366,-2.3798366,-2.0829554,Male,5.0,,,
1699722124526,-2.2984335,-2.2984335,8.820239,Male,5.0,,,
1699722124687,-0.6584055,-0.6584055,8.89446,Male,5.0,,,
1699722124847,0.08619126,0.08619126,6.3901243,Male,5.0,,,
1699722125007,1.3024458,1.3024458,8.073248,Male,5.0,,,
1699722114876,1.3024458,1.3024458,8.073248,Male,5.0,0.034208454,0.034208454,0.29077184
1699722114957,1.3024458,1.3024458,8.073248,Male,5.0,0.004886922,0.004886922,0.24801129
1699722115044,1.3024458,1.3024458,8.073248,Male,5.0,-0.015882496,-0.015882496,0.66828656
1699722115208,1.3024458,1.3024458,8.073248,Male,5.0,1.4526376,1.4526376,2.3457224
1699722115370,1.3024458,1.3024458,8.073248,Male,5.0,-0.4361578,-0.4361578,7.5014253
