timestamp,second,x_accelerometer,y_accelerometer,z_accelerometer,x_gyroscope,y_gyroscope,z_gyroscope,gender,height
1700198279901.0,0.0,-2.789245,-4.6040497,1.4820108,1.9138408042000001,0.18142698000000002,0.07757988450000002,Male,170.0
1700198279915.0,0.014,-3.6703112,-6.5601125,1.9369092,3.8313468,0.25534168,0.15760323,Male,170.0
1700198279936.0,0.035,-5.4539914,-6.4667387,1.6903064,4.0194933,0.3917682533333333,0.09244427200000001,Male,170.0
1700198279972.0,0.071,-6.979098,-4.5178585,2.4301147,4.2076398,0.5281948266666667,0.027285314000000005,Male,170.0
1700198279975.0,0.074,-7.7428484,-4.7860093,2.918532,4.3957863,0.6646214,-0.037873644,Male,170.0
1700198280031.0,0.13,-8.66701,-7.577648,2.755726,3.19116005,0.8704830000000001,-0.33780847199999997,Male,170.0
1700198280036.0,0.135,-9.61272,-7.489063,1.934515,1.9865338,1.0763446,-0.6377433,Male,170.0
1700198280037.0,0.136,-10.010158,-6.3111157,1.8962077,2.316401,1.3976597,-0.5155703,Male,170.0
1700198280061.0,0.16,-10.941502,-3.4883518,2.3223755,1.9041891359999998,1.3925284199999999,-0.38313471000000004,Male,170.0
1700198280075.0,0.174,-10.529699,-3.2034419,1.9656396,1.491977272,1.38739714,-0.25069912000000005,Male,170.0
1700198280097.0,0.196,-10.714052,-4.5441947,1.4748282,1.079765408,1.38226586,-0.11826353000000006,Male,170.0
1700198280114.0,0.213,-10.948685,-5.8442464,1.2593501,0.667553544,1.37713458,0.01417205999999993,Male,170.0
1700198280136.0,0.235,-12.959814,-7.350199,2.27928,0.25534168,1.3720033,0.14660765,Male,170.0
1700198280155.0,0.254,-11.640609,-4.865018,2.2888567,0.460592384,1.13523194,0.073792516,Male,170.0
1700198280176.0,0.275,-9.148245,-4.6279917,-0.3184288,0.665843088,0.8984605800000001,0.0009773819999999989,Male,170.0
1700198280195.0,0.294,-8.937555,-6.5720835,-0.6440403,0.871093792,0.66168922,-0.071837752,Male,170.0
1700198280247.0,0.346,-9.744401,-3.9001546,0.4237737,1.076344496,0.42491786,-0.144652886,Male,170.0
1700198280258.0,0.357,-8.805874,-1.8100165,1.2425907,1.2815952,0.1881465,-0.21746802,Male,170.0
1700198280265.0,0.364,-8.453926,-2.5115175,1.8028339,0.24984384999999998,-0.048869225000000016,-0.36713001,Male,170.0
1700198280276.0,0.375,-8.200141,-3.095703,1.5346833,-0.7819075,-0.28588495,-0.516792,Male,170.0
1700198280295.0,0.394,-7.66384,-2.7006595,2.4181437,-0.7400499517391305,-0.2550229747826087,-0.4927823397826087,Male,170.0
1700198280315.0,0.414,-7.8769236,-4.0222588,2.755726,-0.6981924034782608,-0.22416099956521743,-0.4687726795652174,Male,170.0
1700198280338.0,0.437,-8.475474,-2.681506,1.8387469,-0.6563348552173913,-0.19329902434782611,-0.44476301934782614,Male,170.0
1700198280354.0,0.453,-8.556877,-4.2664676,0.1364695,-0.6144773069565217,-0.16243704913043483,-0.4207533591304348,Male,170.0
1700198280377.0,0.476,-9.210494,-10.584765,-1.6903064,-0.5726197586956522,-0.13157507391304352,-0.3967436989130435,Male,170.0
1700198280397.0,0.496,-9.167398,-11.298238,0.047884032,-0.5307622104347827,-0.1007130986956522,-0.3727340386956522,Male,170.0
1700198280415.0,0.514,-8.688558,-8.59279,1.3599066,-0.48890466217391304,-0.06985112347826092,-0.3487243784782609,Male,170.0
1700198280435.0,0.534,-8.185776,-4.1683054,1.5969325,-0.44704711391304347,-0.038989148260869605,-0.3247147182608696,Male,170.0
1700198280460.0,0.559,-7.7189064,-3.502717,1.0151415,-0.4051895656521739,-0.00812717304347832,-0.30070505804347825,Male,170.0
1700198280474.0,0.573,-7.6231384,-3.0023289,1.1204864,-0.36333201739130433,0.022734802173912994,-0.276695397826087,Male,170.0
1700198280494.0,0.593,-8.568848,-2.8993783,1.5825673,-0.32147446913043476,0.05359677739130431,-0.25268573760869567,Male,170.0
