timestamp,second,group,x_accelerometer,y_accelerometer,z_accelerometer,x_gyroscope,y_gyroscope,z_gyroscope,gender,height
1700133643044.0,40.058,16,-2.8898015,-38.04147,-8.717288,-2.086104775,0.63285641,5.02345035,Female,155.0
1700133643062.0,40.076,16,0.320823,-34.021606,-11.987768,-2.12988345,0.7531289911111112,4.935180322222222,Female,155.0
1700133643084.0,40.098,16,-1.9273324,-28.56522,-11.269507,-2.173662125,0.8734015722222221,4.846910294444444,Female,155.0
1700133643104.0,40.118,16,-5.511452,-24.607605,-9.514558,-2.2174408000000003,0.9936741533333332,4.758640266666666,Female,155.0
1700133643123.0,40.137,16,-7.4268136,-18.428171,-8.133103,-2.261219475,1.1139467344444445,4.670370238888889,Female,155.0
1700133643145.0,40.159,16,-6.919243,-12.816162,-6.7947445,-2.3049981500000003,1.2342193155555554,4.582100211111111,Female,155.0
1700133643163.0,40.177,16,-6.215348,-8.688558,-5.5856724,-2.348776825,1.3544918966666666,4.493830183333333,Female,155.0
1700133643183.0,40.197,16,-5.8921304,-7.524976,-5.7029886,-2.3925555000000003,1.4747644777777775,4.405560155555556,Female,155.0
1700133643203.0,40.217,16,-5.118803,-5.7149596,-6.1243677,-2.436334175,1.595037058888889,4.3172901277777775,Female,155.0
1700133643228.0,40.242,16,-5.2528787,-4.177882,-7.0245876,-2.4801128500000003,1.71530964,4.2290201,Female,155.0
1700133643244.0,40.258,16,-7.5201874,-2.4899697,-8.748413,-2.523891525,1.8355822211111112,4.140750072222222,Female,155.0
1700133643263.0,40.277,16,-11.45865,0.6967127,-6.8641763,-2.5676702,1.9558548022222224,4.052480044444445,Female,155.0
1700133643282.0,40.296,16,-14.571112,1.5107412,-12.160151,-2.611448875,2.076127383333333,3.9642100166666654,Female,155.0
1700133643309.0,40.323,16,-10.788273,0.4309563,-11.7627125,-2.65522755,2.1963999644444443,3.875939988888889,Female,155.0
1700133643322.0,40.336,16,-8.204929,-3.4213142,-7.8865004,-2.699006225,2.3166725455555555,3.7876699611111113,Female,155.0
1700133643343.0,40.357,16,-7.1227503,-7.680599,-5.303157,-2.7427849,2.436945126666666,3.699399933333333,Female,155.0
1700133643362.0,40.376,16,-8.192958,-12.10269,-3.2800562,-2.786563575,2.557217707777778,3.611129905555556,Female,155.0
1700133643383.0,40.397,16,-6.5840545,-8.9519205,2.1188686,-2.83034225,2.677490288888889,3.522859877777778,Female,155.0
1700133643402.0,40.416,16,-0.6991069,-2.2864625,4.8578353,-2.874120925,2.79776287,3.43458985,Female,155.0
1700133643422.0,40.436,16,0.20350714,2.6623523,3.0573955,-2.9178996,2.918035451111111,3.346319822222222,Female,155.0
1700133643443.0,40.457,16,0.0047884034,6.2368956,2.6360161,-2.961678275,3.038308032222222,3.2580497944444446,Female,155.0
1700133643462.0,40.476,16,0.12210429,5.185841,4.548983,-3.00545695,3.158580613333333,3.1697797666666667,Female,155.0
1700133643482.0,40.496,16,2.1523874,2.5737667,6.5098343,-3.049235625,3.2788531944444443,3.081509738888889,Female,155.0
1700133643529.0,40.543,16,6.8689647,0.5363012,8.62152,-3.0930143,3.3991257755555555,2.993239711111112,Female,155.0
1700133643533.0,40.547,16,6.327875,-3.4763808,7.264008,-3.136792975,3.5193983566666667,2.9049696833333334,Female,155.0
1700133643546.0,40.56,16,7.809886,-9.981427,3.7924154,-3.18057165,3.639670937777778,2.816699655555556,Female,155.0
1700133643584.0,40.598,16,7.5106106,-12.397177,0.9576807,-3.224350325,3.759943518888889,2.728429627777778,Female,155.0
1700133643594.0,40.608,16,2.432509,-10.21127,0.29927522,-3.268129,3.8802161,2.6401596,Female,155.0
1700133643601.0,40.615,16,-0.090979666,-6.0046577,-0.9552865,-3.3970216,5.95776855,1.21256752,Female,155.0
1700133643622.0,40.636,16,-0.45968673,-4.7860093,-2.554613,-3.5259142,8.035321,-0.21502456,Female,155.0
1700133643642.0,40.656,16,-7.4627266,-9.8042555,-15.861587,-4.86798515,5.9773161,-0.1389718385,Female,155.0
1700133643662.0,40.676,16,-7.4746976,-9.85214,-16.54154,-6.210056099999999,3.9193112,-0.062919117,Female,155.0
1700133643685.0,40.699,16,-13.239936,-2.3535004,-7.431602,-7.552127049999999,1.8613063000000007,0.0131336045,Female,155.0
1700133643702.0,40.716,16,-6.50744,-6.871359,-14.640543,-8.894198,-0.1966986,0.089186326,Female,155.0
1700133643883.0,40.897,16,-1.3862427,-10.460267,-16.014814,-9.612576,-5.5600953,0.86254174,Female,155.0
1700133643884.0,40.898,16,4.345476,-29.326576,-12.466608,-6.2943554,-6.945538,6.070779,Female,155.0
1700133643885.0,40.899,16,4.5154643,-28.117504,0.47405192,-9.472076,0.6988298,3.5344663,Female,155.0
1700133643886.0,40.9,16,0.11731588,-11.925519,-3.4715924,-2.1209242,-0.68294734,-2.9749138,Female,155.0
1700133643887.0,40.901,16,-1.7788919,-19.053057,10.924743,-6.7512827,0.13805555,-2.488665,Female,155.0
1700133643901.0,40.915,16,-23.111229,-15.5599165,39.56179,-4.1315871,-1.9141460875,-2.323120525,Female,155.0
1700133643921.0,40.935,16,6.871359,-17.20234,2.231396,-1.5118915,-3.966347725,-2.1575760500000003,Female,155.0
1700133643950.0,40.964,16,-18.210299,2.9879637,3.3183637,1.1078041,-6.018549362500001,-1.992031575,Female,155.0
1700133643968.0,40.982,16,4.6279917,-14.2383175,3.964798,3.7274997,-8.070751,-1.8264871,Female,155.0
1700133643984.0,40.998,16,-9.227253,-2.80361,-9.97185,0.3677408500000001,0.5516114999999999,-3.10624985,Female,155.0
