timestamp,second,x_accelerometer,y_accelerometer,z_accelerometer,x_gyroscope,y_gyroscope,z_gyroscope,gender,height
1700198512415.0,0.0,-0.40940848,-8.451532,-0.12449849,0.486248715,3.0433307,-0.41844269,Male,170.0
1700198512416.0,0.001,-1.3790601,-7.2544312,-0.6440403,-0.34330627,2.3066273,0.2443461,Male,170.0
1700198512417.0,0.002,-2.755726,-4.345476,-2.6360161,-0.9786061,1.59558,0.35063666,Male,170.0
1700198512418.0,0.003,-3.6415808,-3.5673606,-2.5929205,-0.6191119075,1.088561855,0.09071349499999998,Male,170.0
1700198512510.0,0.095,-4.0581717,-1.3455414,-1.1731589,-0.25961771499999997,0.58154371,-0.16920967000000003,Male,170.0
1700198512512.0,0.097,-3.2513258,-2.0159178,-1.3814543,0.09987647749999995,0.07452556500000007,-0.42913283500000005,Male,170.0
1700198512517.0,0.102,-4.687847,-5.461174,-2.7389667,0.45937067,-0.43249258,-0.689056,Male,170.0
1700198512518.0,0.103,-5.17387,-7.026982,-3.98874,0.9773844,-0.3921755,-0.45570546,Male,170.0
1700198512540.0,0.125,-3.4883518,-14.750677,0.62967503,1.0091494,-0.90285885,-0.3933972,Male,170.0
1700198512555.0,0.14,-6.375759,-23.39135,3.4500446,0.4233296200000001,-1.028086225,0.35124750000000005,Male,170.0
1700198512556.0,0.141,0.6967127,-24.167072,3.7541082,0.11484267,-1.8729129,1.3109168,Male,170.0
1700198512572.0,0.157,1.7286136,-20.374657,1.9393034,0.48044550249999995,-2.4077254249999998,1.08489666,Male,170.0
1700198512710.0,0.295,2.267309,-15.507244,-0.5722142,0.846048335,-2.94253795,0.85887652,Male,170.0
1700198512713.0,0.298,4.295198,-10.948685,-2.384625,1.2116511675,-3.4773504749999997,0.63285638,Male,170.0
1700198512714.0,0.299,6.0956373,-7.2328835,-2.7748797,1.577254,-4.012163,0.40683624,Male,170.0
1700198512732.0,0.317,5.645528,-4.7046065,-1.7932571,1.224173935,-3.7207803000000004,0.320093385,Male,170.0
1700198512736.0,0.321,4.807557,-2.930503,-0.19153613,0.87109387,-3.4293976,0.23335053,Male,170.0
1700198512737.0,0.322,3.6367924,-1.8626889,1.2210429,-0.32375857,-2.2540927,0.16982053,Male,170.0
1700198512741.0,0.326,3.359065,-1.721431,-0.033518825,-0.39828414,-1.8167132,0.22113322,Male,170.0
1700198512744.0,0.329,3.3997664,-0.7493851,-1.2569559,-0.262183364,-1.2119566,0.158824964,Male,170.0
1700198512747.0,0.332,3.8163576,0.09816227,-0.89543146,-0.126082588,-0.6072,0.096516708,Male,170.0
1700198512781.0,0.366,4.333505,-0.34476504,-0.19632454,0.010018187999999983,-0.0024433999999999845,0.03420845200000003,Male,170.0
1700198512788.0,0.373,4.831499,-1.9632454,-2.384625,0.14611896400000002,0.6023132,-0.028099803999999978,Male,170.0
1700198512856.0,0.441,5.659893,-4.3598413,-4.876989,0.28221974,1.2070698,-0.09040806,Male,170.0
1700198512857.0,0.442,10.070012,-10.749966,-4.477157,-0.1282817,1.5858061,0.052534413,Male,170.0
1700198512858.0,0.443,10.819398,-20.029892,-4.51307,-1.0250319,2.1563544,0.39828414,Male,170.0
1700198512892.0,0.477,3.2225955,-25.017014,-3.4835634,-1.83626095,2.92726635,0.49541172,Male,170.0
1700198512900.0,0.485,2.7389667,-31.14617,-2.2577322,-2.7415633,4.169766,0.453262,Male,170.0
1700198512974.0,0.559,4.0773253,-23.084892,-0.3878607,-1.59008228,3.7378843,-0.020769419999999983,Male,170.0
1700198512977.0,0.562,2.3247697,-15.818491,0.22984336,-0.43860126,3.3060026,-0.49480084,Male,170.0
1700198512978.0,0.563,-0.06703765,-7.541735,-0.9624691,0.657291,3.866777,-0.5143485,Male,170.0
1700198512985.0,0.57,-1.6519991,-6.739678,-0.6799533,0.6125523933333333,3.567220323809524,-0.4902629578095238,Male,170.0
1700198513002.0,0.587,-3.7565024,-5.0996494,-0.7302315,0.5678137866666666,3.2676636476190475,-0.46617741561904763,Male,170.0
1700198513021.0,0.606,-4.283227,-3.892972,-0.62967503,0.52307518,2.968106971428571,-0.4420918734285714,Male,170.0
1700198513041.0,0.626,-3.7948096,-0.7589619,-1.328782,0.4783365733333333,2.668550295238095,-0.4180063312380952,Male,170.0
1700198513061.0,0.646,-3.6583402,1.7142484,-3.7708676,0.4335979666666666,2.368993619047619,-0.39392078904761907,Male,170.0
1700198513085.0,0.67,-4.173094,3.5194764,-4.9823337,0.38885936,2.0694369428571426,-0.36983524685714286,Male,170.0
1700198513100.0,0.685,-2.3894134,0.47644615,-5.5258174,0.3441207533333333,1.7698802666666662,-0.34574970466666666,Male,170.0
1700198513121.0,0.706,-3.0262709,-5.2648497,-2.4732103,0.2993821466666666,1.4703235904761902,-0.32166416247619045,Male,170.0
1700198513141.0,0.726,-7.6015906,-6.730101,-0.11492168,0.25464353999999995,1.1707669142857142,-0.2975786202857143,Male,170.0
1700198513161.0,0.746,-7.6710224,-11.001357,-2.1188686,0.20990493333333327,0.8712102380952378,-0.2734930780952381,Male,170.0
1700198513182.0,0.767,-5.580884,-22.187067,1.0989386,0.16516632666666664,0.5716535619047614,-0.2494075359047619,Male,170.0
1700198513200.0,0.785,-8.037335,-26.700138,1.3934253,0.12042772000000002,0.27209688571428536,-0.22532199371428574,Male,170.0
1700198513221.0,0.806,-4.9703627,-29.187714,1.7070658,0.07568911333333328,-0.027459790476190626,-0.20123645152380953,Male,170.0
1700198513241.0,0.826,-1.7908629,-26.28594,0.56982,0.030950506666666655,-0.3270164666666675,-0.17715090933333333,Male,170.0
1700198513260.0,0.845,-1.7381904,-19.354727,-0.94810385,-0.01378810000000008,-0.6265731428571435,-0.15306536714285718,Male,170.0
1700198513282.0,0.867,0.25617957,-12.904747,-1.9536686,-0.058526706666666706,-0.9261298190476195,-0.12897982495238097,Male,170.0
1700198513300.0,0.885,2.1140802,-9.064447,-2.552219,-0.10326531333333333,-1.2256864952380955,-0.10489428276190477,Male,170.0
1700198513320.0,0.905,3.0478187,-5.9184666,-2.2720973,-0.14800392000000007,-1.5252431714285715,-0.08080874057142862,Male,170.0
1700198513340.0,0.925,4.211401,-4.211401,-1.6208745,-0.1927425266666667,-1.8247998476190483,-0.05672319838095241,Male,170.0
1700198513361.0,0.946,4.6950297,-2.6024973,-0.9600749,-0.23748113333333343,-2.1243565238095243,-0.032637656190476205,Male,170.0
1700198513381.0,0.966,6.6989765,-2.2720973,0.25857377,-0.28221974,-2.4239132,-0.008552114,Male,170.0
1700198513400.0,0.985,5.559336,-1.8387469,0.48123455,0.010995586666666668,-1.9616918666666665,-0.30421088933333335,Male,170.0
1700198513420.0,1.005,4.582502,-0.35434186,-1.508347,0.30421091333333333,-1.4994705333333331,-0.5998696646666667,Male,170.0
1700198513441.0,1.026,4.2066126,1.3551182,-2.2697031,0.59742624,-1.0372492,-0.89552844,Male,170.0
1700198513460.0,1.045,3.4596214,0.45010993,-2.7126305,0.6304684927272727,-1.0674037272727273,-0.8594318577272727,Male,170.0
1700198513480.0,1.065,3.2968156,-3.0190883,-4.4125137,0.6635107454545455,-1.0975582545454545,-0.8233352754545454,Male,170.0
1700198513500.0,1.085,5.81791,-7.2352777,-5.7125654,0.6965529981818182,-1.1277127818181818,-0.7872386931818182,Male,170.0
1700198513520.0,1.105,9.330204,-15.023616,-5.533,0.7295952509090909,-1.157867309090909,-0.7511421109090909,Male,170.0
1700198513539.0,1.124,4.0414124,-18.75857,-3.3686419,0.7626375036363636,-1.1880218363636363,-0.7150455286363636,Male,170.0
1700198513560.0,1.145,2.1763294,-29.61867,-2.0805612,0.7956797563636364,-1.2181763636363636,-0.6789489463636363,Male,170.0
1700198513580.0,1.165,2.566584,-27.126305,-2.7102363,0.8287220090909091,-1.2483308909090909,-0.6428523640909091,Male,170.0
1700198513600.0,1.185,0.79487497,-19.462465,-0.49081135,0.8617642618181818,-1.2784854181818182,-0.6067557818181818,Male,170.0
1700198513620.0,1.205,-0.90021986,-15.363592,0.47644615,0.8948065145454546,-1.3086399454545454,-0.5706591995454545,Male,170.0
1700198513640.0,1.225,-0.17717093,-10.515334,-0.21308395,0.9278487672727274,-1.3387944727272727,-0.5345626172727272,Male,170.0
1700198513659.0,1.244,-0.50517654,-8.238448,-1.4915876,0.96089102,-1.368949,-0.498466035,Male,170.0
1700198513680.0,1.265,-1.400608,-6.0118403,-1.364695,0.9939332727272727,-1.3991035272727272,-0.4623694527272727,Male,170.0
1700198513699.0,1.284,-2.6240451,-3.107674,-0.12689269,1.0269755254545454,-1.4292580545454545,-0.4262728704545454,Male,170.0
1700198513719.0,1.304,-2.7269957,-2.0566192,-0.5243302,1.0600177781818183,-1.4594125818181818,-0.39017628818181815,Male,170.0
1700198513739.0,1.324,-1.7932571,-0.90261406,-2.099715,1.093060030909091,-1.489567109090909,-0.3540797059090909,Male,170.0
1700198513760.0,1.345,-1.6567876,0.8858546,-3.3662477,1.1261022836363637,-1.5197216363636363,-0.3179831236363636,Male,170.0
1700198513780.0,1.365,-1.3670892,2.516306,-3.8115692,1.1591445363636363,-1.5498761636363636,-0.28188654136363633,Male,170.0
1700198513799.0,1.384,-1.2234371,-0.7445967,-3.9791632,1.192186789090909,-1.5800306909090909,-0.24578995909090906,Male,170.0
1700198513819.0,1.404,-2.779668,-6.3206925,-2.0470424,1.225229041818182,-1.6101852181818181,-0.2096933768181818,Male,170.0
1700198513840.0,1.425,-4.6136265,-11.118672,0.6655881,1.2582712945454546,-1.6403397454545454,-0.1735967945454545,Male,170.0
1700198513859.0,1.444,-4.3598413,-17.283743,-3.2010477,1.2913135472727273,-1.6704942727272727,-0.13750021227272724,Male,170.0
1700198513879.0,1.464,-6.0118403,-18.030733,-3.9791632,1.3243558,-1.7006488,-0.10140363,Male,170.0
1700198513898.0,1.483,-11.571177,-24.631548,2.0039468,1.3019065041666666,-1.5343407333333332,-0.09305513833333333,Male,170.0
1700198513919.0,1.504,-9.165004,-27.825413,3.904943,1.2794572083333333,-1.3680326666666667,-0.08470664666666666,Male,170.0
1700198513938.0,1.523,-1.9249382,-21.667526,1.9847932,1.2570079125,-1.2017246,-0.076358155,Male,170.0
1700198513958.0,1.543,-1.8794483,-17.633295,-2.2744915,1.2345586166666667,-1.0354165333333332,-0.06800966333333333,Male,170.0
1700198513979.0,1.564,1.3575124,-12.425907,-3.679888,1.2121093208333333,-0.8691084666666666,-0.059661171666666665,Male,170.0
1700198513998.0,1.583,2.7150247,-9.105149,-2.6910827,1.189660025,-0.7028003999999999,-0.05131268,Male,170.0
1700198514018.0,1.603,2.1643584,-6.567295,-1.5873557,1.1672107291666667,-0.5364923333333333,-0.042964188333333334,Male,170.0
1700198514037.0,1.622,1.6567876,-5.482722,-1.4317327,1.1447614333333334,-0.3701842666666666,-0.03461569666666667,Male,170.0
1700198514058.0,1.643,4.06296,-3.2872388,-1.0079589,1.1223121375,-0.20387619999999984,-0.026267205000000002,Male,170.0
1700198514079.0,1.664,4.999093,-1.1540052,-0.8499416,1.0998628416666667,-0.03756813333333331,-0.017918713333333336,Male,170.0
1700198514099.0,1.684,5.770026,-0.40701428,-0.36391866,1.0774135458333334,0.12873993333333345,-0.00957022166666667,Male,170.0
1700198514117.0,1.702,5.427655,-1.2210429,-0.47644615,1.05496425,0.2950480000000002,-0.0012217300000000042,Male,170.0
1700198514138.0,1.723,4.4675803,-1.4748282,-2.2864625,1.0325149541666667,0.46135606666666695,0.007126761666666662,Male,170.0
1700198514157.0,1.742,4.6950297,-2.1691468,-2.7461493,1.0100656583333334,0.6276641333333333,0.015475253333333328,Male,170.0
1700198514178.0,1.763,4.570531,-3.7852328,-3.799598,0.9876163625000001,0.7939722,0.02382374499999998,Male,170.0
1700198514197.0,1.782,4.7405195,-5.2409077,-5.628768,0.9651670666666667,0.9602802666666668,0.03217223666666666,Male,170.0
1700198514217.0,1.802,7.943961,-9.835381,-5.8442464,0.9427177708333334,1.1265883333333335,0.04052072833333334,Male,170.0
1700198514237.0,1.822,7.8027034,-16.783354,-4.8841715,0.9202684750000001,1.2928964000000003,0.04886921999999999,Male,170.0
1700198514258.0,1.843,0.7661445,-23.305159,-4.2281604,0.8978191791666668,1.4592044666666666,0.05721771166666664,Male,170.0
1700198514277.0,1.862,1.2521675,-33.3225,-4.096479,0.8753698833333334,1.6255125333333333,0.06556620333333332,Male,170.0
1700198514297.0,1.882,0.2657564,-23.568521,-2.873042,0.8529205875000001,1.7918206,0.073914695,Male,170.0
1700198514317.0,1.902,0.4381389,-16.515203,-1.4149733,0.8304712916666668,1.9581286666666669,0.08226318666666665,Male,170.0
1700198514338.0,1.923,0.22744916,-10.742783,-0.61052144,0.8080219958333333,2.124436733333334,0.0906116783333333,Male,170.0
1700198514357.0,1.942,-0.05746084,-6.8450227,-1.0151415,0.7855727,2.2907448,0.09896017,Male,170.0
1700198514377.0,1.962,-1.0295067,-5.90889,-0.8834604,0.7491922811111111,1.982325708888889,0.02239839555555556,Male,170.0
1700198514397.0,1.982,-1.8555063,-5.207389,-1.460463,0.7128118622222223,1.673906617777778,-0.05416337888888888,Male,170.0
1700198514417.0,2.002,-2.1571758,-3.064578,-3.1747115,0.6764314433333334,1.3654875266666668,-0.1307251533333333,Male,170.0
1700198514437.0,2.022,-2.918532,-0.641646,-2.932897,0.6400510244444444,1.0570684355555557,-0.20728692777777774,Male,170.0
1700198514457.0,2.042,-3.1507695,0.79248077,-1.4628572,0.6036706055555556,0.7486493444444446,-0.2838487022222222,Male,170.0
1700198514477.0,2.062,-2.4301147,0.9816227,-2.4396915,0.5672901866666666,0.44023025333333354,-0.3604104766666666,Male,170.0
1700198514496.0,2.081,-1.9249382,-0.51475334,-2.906561,0.5309097677777778,0.13181116222222267,-0.43697225111111104,Male,170.0
1700198514517.0,2.102,-3.2800562,-3.6367924,-1.8291701,0.4945293488888889,-0.17660792888888865,-0.5135340255555555,Male,170.0
1700198514538.0,2.123,-5.535394,-10.520123,-1.6376339,0.45814893,-0.48502702,-0.5900958,Male,170.0
1700198514556.0,2.141,-4.8482585,-13.120225,-3.1890767,0.447546055,-0.3949243907142857,-0.5360778607142856,Male,170.0
1700198514576.0,2.161,-4.5274353,-18.236635,-4.256891,0.43694318,-0.3048217614285714,-0.48205992142857135,Male,170.0
1700198514596.0,2.181,-6.777985,-24.298754,-2.3822308,0.42634030500000003,-0.2147191321428571,-0.4280419821428571,Male,170.0
1700198514616.0,2.201,-6.0525417,-25.886108,1.496376,0.41573743,-0.12461650285714282,-0.3740240428571428,Male,170.0
1700198514636.0,2.221,-1.1468226,-20.09214,0.22744916,0.405134555,-0.034513873571428544,-0.3200061035714285,Male,170.0
1700198514656.0,2.241,0.7445967,-16.876728,-1.3934253,0.39453168,0.05558875571428579,-0.26598816428571426,Male,170.0
1700198514677.0,2.262,2.1308396,-13.548787,-2.858677,0.38392880500000004,0.145691385,-0.21197022499999996,Male,170.0
1700198514696.0,2.281,3.107674,-10.788273,-2.9161377,0.37332593000000003,0.23579401428571434,-0.15795228571428566,Male,170.0
1700198514717.0,2.302,3.2728736,-8.176199,-2.2529438,0.362723055,0.32589664357142867,-0.10393434642857136,Male,170.0
1700198514736.0,2.321,3.0933087,-5.0996494,-2.2026656,0.35212018,0.4159992728571429,-0.049916407142857055,Male,170.0
1700198514755.0,2.34,3.3566709,-2.8874073,-1.8938135,0.341517305,0.5061019021428572,0.004101532142857245,Male,170.0
1700198514777.0,2.362,7.395689,-2.1811178,-0.8379706,0.33091443,0.5962045314285715,0.058119471428571434,Male,170.0
1700198514796.0,2.381,6.8545995,-1.4628572,-0.48123455,0.320311555,0.6863071607142859,0.11213741071428573,Male,170.0
1700198514816.0,2.401,3.6104562,-2.7700913,-0.007182605,0.30970868,0.77640979,0.16615535000000003,Male,170.0
1700198514837.0,2.422,3.0621839,-3.0214825,0.4141969,0.29910580500000006,0.8665124192857143,0.22017328928571434,Male,170.0
1700198514855.0,2.44,3.5577838,-2.8083985,0.521936,0.28850293000000005,0.9566150485714286,0.27419122857142864,Male,170.0
