timestamp,x_accelerometer,y_accelerometer,z_accelerometer,gender,height,x_gyroscope,y_gyroscope,z_gyroscope
1700460038724,-3.6822822,4.1683054,7.9583263,Female,160.0,-0.002443461,-0.09040806,0.14782938
1700460038741,-3.620033,4.189853,7.869741,Female,160.0,-0.002443461,-0.09040806,0.14782938
1700460038760,-3.5936968,4.015076,7.821857,Female,160.0,-0.087964594,0.014660766,0.18203785
1700460038783,-3.4452562,3.9384618,7.860164,Female,160.0,-0.087964594,0.014660766,0.18203785
1700460038806,-3.3758245,3.964798,7.8888946,Female,160.0,-0.10140363,0.080634214,0.1966986
1700460038824,-3.3518825,3.845088,7.9870567,Female,160.0,-0.10873401,0.13927728,0.18692477
1700460038842,-3.4213142,3.833117,8.094796,Female,160.0,-0.10873401,0.13927728,0.18692477
1700460038860,-3.4500446,3.6990416,8.015787,Female,160.0,-0.10873401,0.13927728,0.18692477
1700460038880,-3.5697548,3.7086184,7.9846625,Female,160.0,-0.10873401,0.13927728,0.18692477
1700460038905,-3.4691982,3.7469256,7.8050976,Female,160.0,-0.05131268,0.20891592,0.16371189
1700460038923,-3.4524388,3.8546648,7.6135616,Female,160.0,-0.06719518,0.19914207,0.1685988
1700460038944,-3.6487634,4.0198646,7.393295,Female,160.0,-0.16126843,0.21624629,0.19792034
1700460038960,-3.9911342,3.8498764,7.3071036,Female,160.0,-0.30176744,0.2602286,0.25167647
1700460038979,-4.297592,3.9624038,7.21373,Female,160.0,-0.30176744,0.2602286,0.25167647
1700460039001,-4.31914,4.098873,7.1155677,Female,160.0,-0.54733527,0.24190263,0.36285394
1700460039025,-4.3861775,3.8881836,6.871359,Female,160.0,-0.6426302,0.26267207,0.40561453
1700460039040,-4.2640734,3.7445314,6.6367273,Female,160.0,-0.6426302,0.26267207,0.40561453
1700460039061,-4.1922474,3.6942532,6.3829417,Female,160.0,-0.95905846,0.33108896,0.57787853
1700460039079,-4.3526587,3.5290532,6.133945,Female,160.0,-0.95905846,0.33108896,0.57787853
1700460039102,-4.426879,2.681506,6.0238113,Female,160.0,-1.4196508,0.54000485,0.8063421
1700460039124,-4.819528,2.1068976,6.588843,Female,160.0,-1.6102408,0.68416905,0.90285885
1700460039142,-5.1762643,1.7884687,7.1395097,Female,160.0,-1.6102408,0.68416905,0.90285885
1700460039159,-5.140351,1.9847932,7.469909,Female,160.0,-1.6102408,0.68416905,0.90285885
1700460039181,-5.183447,1.0941502,7.477092,Female,160.0,-2.0549507,0.7415904,0.93828905
1700460039204,-5.0876784,0.28491,7.750031,Female,160.0,-2.149024,0.75502944,1.028697
1700460039224,-5.073313,0.8355764,7.821857,Female,160.0,-2.0598376,0.6743952,1.1044444
