gender,Female,height,160
count,timestamp,x,y,z
0,1700459848194,-1.8363527,3.5170822,8.89446
1,1700459848236,-2.6551697,3.2369606,8.808268
2,1700459848236,-2.3127987,3.0909145,8.810662
3,1700459848252,-2.504335,3.3494883,8.841787
4,1700459848274,-2.4899697,3.383007,8.7125
5,1700459848296,-2.4133554,3.4979286,8.760384
6,1700459848315,-2.4540567,3.2800562,8.803479
7,1700459848333,-2.5761611,3.2321723,8.846576
8,1700459848352,-2.4995465,3.217807,8.856153
9,1700459848374,-2.4971523,3.2082303,8.832211
10,1700459848399,-2.516306,3.3207579,8.836999
11,1700459848414,-2.5474305,3.3159695,8.820239
12,1700459848432,-2.554613,3.2513258,8.9519205
13,1700459848452,-2.566584,3.3063924,8.954314
14,1700459848474,-2.4875755,3.3518825,8.801085
15,1700459848497,-2.5330653,3.406949,8.767567
16,1700459848515,-2.5833437,3.2752678,8.853758
17,1700459848532,-2.5761611,3.277662,8.858546
18,1700459848552,-2.492364,3.4045548,8.791509
19,1700459848575,-2.5809495,3.4165258,8.841787
20,1700459848597,-2.6048915,3.371036,8.736442
21,1700459848615,-2.944868,4.1060557,8.839393
22,1700459848632,-2.4779987,3.071761,8.7292595
23,1700459848651,-2.7150247,3.3973722,8.743625
24,1700459848672,-2.5115175,3.5697548,8.623915
25,1700459848699,-2.8538885,3.667917,8.619126
26,1700459848718,-2.6910827,3.490746,8.42759
27,1700459848740,-2.5953147,3.502717,8.248025
28,1700459848753,-2.906561,4.0174704,8.094796
29,1700459848781,-2.822764,3.6535518,8.09719
30,1700459848804,-2.4013844,3.4524388,8.257602
31,1700459848826,-2.2457612,3.371036,8.228871
32,1700459848844,-2.7964275,3.4332852,8.42759
33,1700459848858,-3.098097,3.3518825,8.511387
34,1700459848889,-3.2800562,3.265691,8.274361
35,1700459848901,-3.821146,3.3327289,7.929596
36,1700459848919,-4.0414124,3.3303347,7.678205
37,1700459848933,-3.9432502,3.4931402,7.3525934
38,1700459848952,-3.8642416,3.655946,7.0461354
39,1700459848971,-4.144363,3.0597897,6.9144545
40,1700459848993,-4.367024,2.657564,6.95755
41,1700459849016,-4.450821,2.597709,7.204153
42,1700459849032,-4.3263226,2.3582888,7.299921
43,1700459849051,-4.474763,2.2409728,7.3047094
44,1700459849070,-4.7165775,2.6479871,7.1586633
45,1700459849098,-4.642357,2.4779987,7.560889
46,1700459849115,-5.475539,0.90740246,8.238448
47,1700459849133,-6.658275,-0.48602295,8.92319
48,1700459849153,-6.6534867,-0.80684596,9.157822
49,1700459849171,-6.033388,0.11252748,8.789114
50,1700459849193,-6.1507044,0.076614454,8.032547
51,1700459849216,-6.4763155,-0.89782566,7.0221934
52,1700459849234,-5.686229,-2.087744,6.019023
53,1700459849251,-5.2002063,-2.7030537,5.717354
54,1700459849270,-5.2409077,-4.0198646,5.6120086
55,1700459849294,-5.33907,-5.011064,5.4659624
56,1700459849316,-4.7907977,-5.5401826,4.8147397
57,1700459849334,-4.0414124,-6.2129536,4.381389
58,1700459849352,-4.177882,-7.819463,5.0493712
59,1700459849371,-4.596867,-9.854534,5.243302
60,1700459849397,-3.4763808,-10.287885,4.903325
61,1700459849417,-2.566584,-10.31901,4.039018
62,1700459849433,-2.0278888,-11.530476,3.5865142
63,1700459849450,-1.7142484,-13.426683,3.5936968
64,1700459849470,-0.5770026,-13.982138,3.8833952
65,1700459849493,0.92895025,-13.18008,3.6942532
66,1700459849516,2.030283,-12.696451,3.7684734
67,1700459849535,2.3798366,-13.6493435,4.525041
68,1700459849551,1.6352397,-13.939042,5.317522
69,1700459849569,1.3862427,-12.789825,4.5657425
70,1700459849589,1.7908629,-11.166556,3.5745432
71,1700459849612,1.7501614,-13.127408,3.13401
72,1700459849635,0.4237737,-16.105795,4.6279917
73,1700459849656,-0.79008657,-17.096994,4.9416323
74,1700459849670,-0.5506664,-15.571888,3.881001
75,1700459849689,-0.2896984,-14.635755,3.9791632
76,1700459849711,-1.1803415,-15.816096,3.8546648
77,1700459849736,-2.5091233,-17.27177,4.2904096
78,1700459849757,-2.5594015,-16.19917,3.3518825
79,1700459849773,-1.7741034,-14.015656,2.8993783
80,1700459849790,-1.2162545,-13.326127,2.2720973
81,1700459849848,-1.9895816,-14.12579,2.384625
82,1700459849848,-1.7788919,-14.104242,2.0446482
83,1700459849875,-1.0941502,-14.053964,1.970428
84,1700459849876,-1.079785,-13.558364,1.7956513
85,1700459849899,-1.2378023,-12.073959,1.2234371
86,1700459849935,-0.90261406,-10.611102,1.2593501
486,1700459912850,-15.7825775,0.60573304,-5.209783
487,1700459912851,-16.089035,2.243367,-4.19943
488,1700459912851,-14.784196,3.9432502,-2.5354595
489,1700459912851,-12.935872,4.9200845,-0.15083471
490,1700459912852,-10.728417,5.2049947,4.4699745
491,1700459912872,-6.3901243,4.6040497,-0.5482722
492,1700459912886,-4.012682,6.631939,2.4013844
493,1700459912889,-4.4963107,3.857059,7.1969705
